Student ID,Age,Gender,Academic Performance (GPA),Study Hours Per Week,Social Media Usage (Hours per day),Sleep Duration (Hours per night),Physical Exercise (Hours per week),Family Support,Financial Stress,Peer Pressure,Relationship Stress,Mental Stress Level,Counseling Attendance,Diet Quality,Stress Coping Mechanisms,Cognitive Distortions,Family Mental Health History,Medical Condition,Substance Use
103-34-9967,20,Male,1.6,20.0,2.2,7.1,0.0,1,3,3,5,7,No,3,"Excessive Screen Time, Substance Use",4,No,Yes,5
327-70-4852,20,Female,2.63,23.0,2.1,6.4,1.3,3,1,1,1,3,No,4,"Family Interaction, Exercise",4,Yes,No,3
503-21-1367,19,Male,3.1,15.0,2.7,7.2,1.1,3,3,4,4,6,Yes,3,"Meditation, Family Interaction",1,Yes,No,5
699-55-4412,20,Male,2.16,0.0,4.6,6.7,7.2,2,2,5,4,7,Yes,2,"Isolation, Substance Use",4,No,Yes,2
268-54-3043,22,Female,2.99,23.0,3.6,7.3,6.8,4,1,3,4,5,No,4,"Meditation, Journaling",5,No,Yes,4
745-80-5323,23,Bigender,2.89,49.0,0.0,6.2,5.5,3,3,1,4,5,No,4,"Journaling, Meditation",4,Yes,No,5
724-01-5785,19,Female,3.19,33.0,0.0,6.6,7.2,3,2,1,3,5,No,2,"Exercise, Family Interaction",5,Yes,Yes,4
326-09-7471,23,Male,2.96,25.0,2.8,5.6,1.4,4,2,1,5,5,No,2,"Journaling, Family Interaction",1,Yes,Yes,2
670-07-5476,24,Male,2.41,22.0,4.9,6.8,5.0,5,1,3,5,6,No,1,"Meditation, Family Interaction",2,Yes,Yes,3
455-15-0002,22,Male,3.5,25.0,0.0,5.8,3.6,3,4,4,1,5,No,5,"Journaling, Meditation",1,No,Yes,4
661-89-6367,25,Male,2.82,30.0,3.0,5.5,6.5,1,5,1,2,6,Yes,4,"Meditation, Journaling",4,No,Yes,2
881-92-9952,19,Male,2.89,13.0,2.9,7.1,3.7,2,1,5,3,6,No,4,"Meditation, Exercise",5,No,No,4
112-30-3427,19,Male,2.43,36.0,6.8,7.1,2.8,3,2,1,1,4,No,2,"Exercise, Meditation",4,Yes,No,5
782-86-8699,18,Male,2.68,32.0,3.2,7.7,5.6,3,2,4,1,5,No,2,"Family Interaction, Exercise",4,Yes,No,2
790-70-7894,24,Female,2.46,32.0,4.8,6.3,6.6,5,1,3,4,4,Yes,5,"Meditation, Family Interaction",2,Yes,Yes,5
630-52-4757,22,Female,2.81,29.0,4.3,7.3,2.0,1,4,1,2,6,Yes,2,"Exercise, Meditation",4,No,No,1
366-66-5774,21,Male,3.76,25.0,0.0,7.5,3.8,2,5,1,2,6,No,3,"Exercise, Journaling",2,Yes,No,2
831-13-0504,22,Male,2.21,32.0,5.5,7.3,0.8,3,3,5,3,6,No,3,"Meditation, Journaling",5,No,No,4
464-13-1109,19,Male,2.09,31.0,4.4,5.8,0.0,2,1,5,2,6,No,3,"Meditation, Journaling",5,Yes,Yes,1
792-49-4755,26,Male,3.64,21.0,5.0,7.0,4.6,4,5,1,1,5,No,3,"Exercise, Family Interaction",2,No,No,5
581-76-0875,21,Male,2.8,19.0,10.0,7.2,5.8,3,5,1,2,5,No,5,"Exercise, Family Interaction",1,No,Yes,5
598-52-9686,21,Male,2.57,26.0,0.0,6.8,4.8,3,2,5,2,5,No,4,"Meditation, Family Interaction",5,Yes,No,4
874-47-7830,22,Male,3.42,40.0,7.4,4.3,0.0,4,3,4,5,6,No,3,"Exercise, Family Interaction",1,No,Yes,1
521-64-9078,22,Male,2.6,13.0,3.4,7.0,2.9,5,1,2,1,4,No,2,"Meditation, Journaling",5,Yes,Yes,3
505-09-0766,21,Male,3.81,10.0,4.6,9.5,0.0,3,2,2,2,5,Yes,3,"Exercise, Meditation",5,Yes,Yes,4
891-03-5267,19,Male,3.24,27.0,3.9,6.4,8.1,2,2,1,2,4,No,5,"Meditation, Journaling",3,Yes,No,5
536-05-0705,22,Female,2.66,26.0,3.2,5.9,0.7,1,4,5,4,8,Yes,2,"Isolation, Substance Use",4,Yes,No,2
146-27-2280,25,Female,3.98,27.0,2.9,7.2,7.8,2,5,3,2,6,No,3,"Exercise, Meditation",4,Yes,No,1
339-64-6463,24,Bigender,2.6,27.0,4.7,7.2,6.8,5,1,3,2,4,No,4,"Meditation, Journaling",1,Yes,No,3
295-68-1492,24,Bigender,3.27,23.0,1.0,8.2,1.3,1,1,2,5,6,No,2,"Meditation, Family Interaction",4,No,Yes,2
252-34-4732,20,Female,3.05,40.0,5.5,5.3,0.6,2,1,4,1,5,Yes,2,"Family Interaction, Exercise",1,No,No,1
578-73-5589,19,Male,3.55,9.0,3.2,7.7,5.1,2,2,2,3,5,No,4,"Journaling, Meditation",5,Yes,No,4
376-97-9137,21,Male,3.68,17.0,1.7,7.5,1.5,4,4,1,1,5,No,2,"Exercise, Journaling",3,Yes,Yes,4
121-67-9770,21,Female,2.92,24.0,3.1,6.6,4.3,5,3,4,4,6,No,3,"Meditation, Journaling",3,Yes,Yes,1
537-13-6762,23,Male,2.52,9.0,6.5,7.2,2.6,4,2,3,1,5,Yes,2,"Exercise, Meditation",5,No,No,3
173-70-3512,18,Genderfluid,3.13,23.0,2.9,8.0,0.0,1,3,5,2,7,No,3,"Isolation, Substance Use",2,Yes,No,1
221-66-5389,24,Female,2.56,42.0,4.7,7.8,0.0,4,4,5,4,6,Yes,4,"Exercise, Family Interaction",2,No,No,2
651-85-2824,21,Female,3.91,25.0,2.5,5.4,4.7,5,5,1,1,5,Yes,1,"Journaling, Family Interaction",4,No,Yes,2
724-61-2623,20,Female,2.97,27.0,5.5,7.8,2.3,3,1,2,4,5,No,4,"Exercise, Family Interaction",1,No,Yes,4
347-25-4208,19,Male,2.72,12.0,5.4,6.7,2.3,3,3,1,3,5,No,3,"Exercise, Meditation",3,No,No,1
716-33-7124,18,Male,2.99,19.0,7.7,6.9,6.1,1,2,5,1,5,No,5,"Family Interaction, Meditation",4,Yes,Yes,4
337-94-9361,23,Male,2.23,21.0,3.6,6.9,7.5,3,3,3,2,5,No,4,"Exercise, Meditation",5,No,Yes,3
897-98-3172,21,Male,2.41,22.0,5.3,6.6,3.2,4,5,5,4,6,No,5,"Family Interaction, Exercise",3,Yes,No,2
386-99-3916,18,Female,3.5,38.0,4.2,8.2,3.0,1,1,4,5,6,No,5,"Meditation, Exercise",1,Yes,No,5
526-47-2573,18,Male,2.57,31.0,6.6,6.7,5.5,5,3,5,4,6,No,3,"Family Interaction, Meditation",1,Yes,Yes,5
811-33-4461,20,Male,2.38,14.0,2.6,5.5,0.0,1,5,5,5,8,Yes,3,"Overthinking, Excessive Screen Time",2,No,No,1
577-02-7831,24,Male,3.17,27.0,5.5,6.3,4.7,1,2,4,2,7,No,1,"Isolation, Overthinking",4,Yes,No,1
599-97-8174,20,Male,3.49,30.0,3.6,7.0,5.7,2,4,2,3,6,No,2,"Exercise, Family Interaction",5,Yes,Yes,5
502-94-8037,18,Male,3.26,36.0,3.9,8.3,6.0,2,2,5,5,7,No,4,"Excessive Screen Time, Substance Use",3,No,No,1
107-84-6181,21,Male,3.4,41.0,4.2,7.5,0.0,1,1,1,3,5,No,3,"Journaling, Family Interaction",1,No,Yes,2
366-61-1857,20,Genderfluid,2.52,15.0,4.5,5.8,1.7,3,2,5,4,6,Yes,4,"Family Interaction, Exercise",3,Yes,No,3
372-72-2322,18,Female,2.19,17.0,3.8,9.8,1.4,2,2,1,2,4,No,5,"Meditation, Family Interaction",5,No,Yes,3
671-32-7672,21,Female,3.65,12.0,4.4,7.1,4.3,5,2,4,5,6,Yes,2,"Family Interaction, Meditation",3,No,No,4
875-11-7909,21,Female,2.74,23.0,7.2,8.3,5.4,4,2,5,4,7,Yes,1,"Overthinking, Excessive Screen Time",4,Yes,Yes,2
744-28-9884,22,Genderqueer,2.77,30.0,6.0,6.6,8.5,2,1,4,1,5,Yes,4,"Journaling, Meditation",2,No,No,1
846-80-2635,25,Female,3.56,35.0,5.7,7.4,2.5,1,5,4,4,8,Yes,2,"Excessive Screen Time, Overthinking",3,No,Yes,1
231-60-6613,23,Female,3.18,24.0,3.1,7.8,2.5,3,3,2,3,6,No,1,"Family Interaction, Journaling",2,Yes,Yes,4
499-56-4811,20,Male,3.13,22.0,2.2,8.3,7.4,4,4,5,2,6,No,4,"Meditation, Family Interaction",5,Yes,Yes,4
218-29-6698,19,Male,3.98,27.0,5.9,8.1,4.9,2,3,1,2,5,No,2,"Exercise, Journaling",2,Yes,No,1
789-11-8047,26,Female,2.58,17.0,5.8,7.8,7.8,3,3,1,4,5,No,3,"Exercise, Journaling",3,No,No,1
600-81-2221,21,Female,3.36,46.0,6.9,6.4,4.9,3,4,5,1,6,No,4,"Journaling, Meditation",3,Yes,No,2
290-98-7153,21,Female,2.93,9.0,2.8,6.1,0.5,3,1,2,3,5,No,2,"Journaling, Family Interaction",1,No,No,4
324-29-3731,21,Female,3.03,27.0,3.5,7.2,0.0,1,4,2,4,7,Yes,1,"Isolation, Substance Use",3,No,No,2
655-26-0644,21,Male,3.66,45.0,0.7,7.9,0.0,5,1,2,4,5,No,2,"Meditation, Exercise",2,No,No,1
391-30-9845,21,Female,3.15,25.0,3.2,6.5,6.0,3,3,1,2,5,No,3,"Family Interaction, Meditation",1,No,Yes,5
652-68-2428,20,Female,3.17,23.0,6.0,8.1,7.6,4,1,4,3,5,No,4,"Exercise, Family Interaction",3,Yes,No,5
556-49-2808,20,Female,3.44,21.0,3.1,8.5,9.5,2,5,2,1,5,Yes,4,"Family Interaction, Meditation",3,No,Yes,1
136-61-4195,21,Female,2.72,23.0,5.3,5.7,6.5,4,4,1,2,4,No,4,"Meditation, Family Interaction",5,No,Yes,4
348-08-4496,20,Male,2.48,39.0,3.6,5.8,7.5,1,5,1,4,7,Yes,3,"Substance Use, Excessive Screen Time",1,No,Yes,5
876-38-2404,20,Male,2.38,3.0,4.6,6.6,2.3,1,3,4,2,7,Yes,1,"Substance Use, Excessive Screen Time",5,No,Yes,4
591-08-8279,21,Male,1.92,40.0,1.7,7.2,0.5,4,4,5,2,6,No,4,"Meditation, Family Interaction",5,No,No,5
421-78-2279,20,Male,3.93,11.0,4.2,6.2,6.6,5,3,5,5,7,Yes,1,"Isolation, Excessive Screen Time",5,No,Yes,4
149-42-2247,24,Female,2.35,22.0,0.0,8.4,5.3,1,5,2,2,7,No,2,"Overthinking, Isolation",4,No,Yes,5
183-07-7377,18,Female,2.79,21.0,3.6,7.3,4.3,1,3,2,2,6,No,1,"Meditation, Exercise",5,Yes,Yes,4
835-54-9143,23,Female,2.76,31.0,0.7,6.8,5.2,4,4,4,3,7,No,1,"Substance Use, Isolation",2,Yes,No,2
451-63-4332,23,Female,3.05,9.0,6.4,5.1,5.0,1,4,2,2,6,No,4,"Journaling, Exercise",3,Yes,Yes,4
273-09-0415,18,Female,3.31,30.0,5.6,5.2,7.9,5,3,4,1,4,Yes,5,"Journaling, Exercise",4,Yes,Yes,2
233-20-3736,20,Female,3.33,45.0,4.9,7.1,7.9,5,4,1,4,4,No,5,"Family Interaction, Meditation",5,No,No,2
516-25-2354,20,Bigender,2.61,11.0,7.0,4.2,5.6,5,4,2,3,5,No,3,"Journaling, Meditation",3,No,No,1
313-21-0463,18,Male,2.82,27.0,2.1,8.0,6.5,2,3,1,2,5,Yes,3,"Family Interaction, Exercise",1,Yes,No,2
821-11-9235,19,Polygender,3.04,18.0,7.5,6.6,5.5,5,5,3,1,4,No,5,"Meditation, Journaling",1,Yes,Yes,3
331-90-0090,19,Male,2.78,29.0,5.9,10.0,2.6,5,4,4,4,6,No,2,"Journaling, Family Interaction",3,Yes,Yes,2
220-11-3284,25,Female,3.7,25.0,3.5,9.6,6.3,2,4,3,3,6,No,4,"Journaling, Family Interaction",2,Yes,Yes,4
679-31-5831,23,Female,3.15,19.0,6.3,6.6,0.0,3,4,2,1,5,No,4,"Journaling, Exercise",3,Yes,Yes,2
748-61-0034,24,Male,3.27,30.0,1.8,6.7,7.2,1,4,1,2,6,Yes,2,"Journaling, Family Interaction",3,Yes,No,4
469-77-4569,22,Female,3.23,43.0,2.4,8.0,0.4,5,3,2,5,6,Yes,2,"Exercise, Meditation",4,No,No,4
544-61-7082,19,Female,3.49,23.0,2.8,8.8,4.9,1,5,3,5,7,Yes,5,"Overthinking, Excessive Screen Time",1,Yes,No,3
852-55-4127,20,Female,2.99,32.0,2.9,4.8,1.5,4,5,2,3,6,No,3,"Family Interaction, Meditation",1,No,No,2
692-18-6999,22,Male,2.25,12.0,1.9,4.7,5.7,1,1,5,1,6,No,2,"Journaling, Family Interaction",5,No,Yes,2
169-44-3996,19,Female,3.1,15.0,6.4,6.1,3.9,2,4,3,4,7,No,3,"Isolation, Overthinking",3,Yes,No,5
255-13-7524,22,Male,2.57,30.0,3.5,7.5,0.0,1,4,2,1,6,Yes,1,"Journaling, Meditation",3,Yes,No,5
459-73-3957,21,Male,2.64,40.0,4.7,7.4,5.3,1,1,1,5,5,No,4,"Journaling, Meditation",2,No,Yes,1
344-44-2876,20,Male,3.19,29.0,2.9,8.1,2.3,1,5,2,3,6,Yes,5,"Exercise, Journaling",1,No,No,4
809-78-0926,22,Genderfluid,3.52,22.0,0.4,5.4,6.6,3,2,1,2,4,No,4,"Journaling, Exercise",2,Yes,No,3
473-59-3766,22,Male,2.91,25.0,4.5,4.0,4.0,3,2,5,1,5,Yes,5,"Exercise, Meditation",4,No,No,5
306-40-3812,20,Non-binary,3.05,12.0,0.2,7.8,5.2,4,5,2,5,7,Yes,1,"Overthinking, Excessive Screen Time",5,Yes,No,2
196-34-9654,23,Male,3.75,31.0,3.9,5.8,1.1,2,4,5,4,7,No,4,"Isolation, Excessive Screen Time",2,No,No,1
326-62-8795,19,Female,3.02,34.0,1.3,4.4,2.2,1,2,3,3,7,No,1,"Substance Use, Excessive Screen Time",1,Yes,Yes,3
368-30-8591,22,Female,4.0,20.0,8.0,7.0,2.6,1,3,1,2,5,No,5,"Family Interaction, Journaling",4,No,Yes,2
259-58-1974,22,Female,3.18,20.0,5.8,7.8,6.6,1,3,3,1,6,Yes,2,"Exercise, Family Interaction",3,No,No,2
694-99-6317,20,Male,2.02,28.0,4.2,6.7,9.0,1,1,1,4,5,No,4,"Meditation, Exercise",4,Yes,Yes,4
735-88-1756,22,Male,3.28,21.0,6.5,6.3,1.6,3,5,5,2,7,Yes,1,"Overthinking, Isolation",2,Yes,No,4
577-96-2463,18,Male,3.09,24.0,2.3,6.6,7.2,4,5,4,5,7,Yes,4,"Excessive Screen Time, Isolation",1,Yes,No,5
808-66-1685,23,Female,3.54,46.0,5.1,6.4,0.0,5,2,2,5,5,No,4,"Family Interaction, Exercise",2,Yes,Yes,5
336-14-7577,21,Male,3.24,23.0,4.4,5.2,0.4,2,4,5,4,7,No,4,"Overthinking, Substance Use",3,No,Yes,2
389-61-8098,20,Male,2.83,21.0,4.5,5.9,1.1,1,5,1,5,7,Yes,3,"Isolation, Overthinking",3,Yes,Yes,2
883-97-5612,23,Female,2.29,19.0,6.5,7.4,0.0,4,2,1,3,5,No,1,"Exercise, Family Interaction",1,No,Yes,5
241-88-9615,20,Male,2.8,32.0,5.5,7.2,0.0,5,2,1,4,5,No,1,"Exercise, Journaling",5,Yes,No,5
702-91-2228,18,Female,2.47,23.0,4.6,7.0,5.2,4,5,1,5,6,Yes,4,"Journaling, Exercise",4,Yes,Yes,2
754-66-4385,18,Male,2.61,19.0,0.7,5.6,3.4,3,2,2,1,5,No,2,"Journaling, Meditation",4,No,Yes,3
529-73-2230,22,Male,3.19,38.0,2.1,6.6,5.1,5,1,3,5,5,No,4,"Journaling, Family Interaction",3,Yes,Yes,2
552-17-5578,18,Agender,3.73,39.0,3.8,4.2,6.1,4,1,4,3,5,No,3,"Meditation, Journaling",2,Yes,No,3
615-46-9937,25,Male,3.1,19.0,4.2,7.0,4.8,3,5,2,2,5,No,5,"Exercise, Meditation",2,Yes,No,3
627-88-9175,18,Male,2.3,6.0,1.7,8.5,6.0,4,4,1,2,5,No,3,"Journaling, Family Interaction",5,Yes,Yes,2
384-45-8190,24,Female,3.12,35.0,8.8,5.0,3.8,4,1,2,5,5,No,2,"Family Interaction, Meditation",2,Yes,No,1
830-78-6799,21,Male,3.5,18.0,7.0,6.1,0.4,5,1,5,2,4,No,4,"Meditation, Family Interaction",4,Yes,Yes,5
442-22-8487,21,Male,2.6,33.0,5.2,7.2,7.2,3,5,1,5,7,No,1,"Isolation, Overthinking",2,Yes,Yes,4
139-21-3471,20,Male,2.83,5.0,4.1,8.3,2.2,1,3,4,3,6,No,4,"Exercise, Journaling",5,Yes,Yes,2
822-59-2803,22,Genderfluid,2.91,34.0,3.6,6.3,1.2,2,2,1,2,5,No,2,"Journaling, Family Interaction",4,No,Yes,3
795-24-8301,21,Male,2.51,13.0,2.1,6.0,3.5,5,1,4,1,5,No,1,"Exercise, Meditation",2,No,No,2
889-99-6609,23,Male,3.22,32.0,4.2,4.4,1.3,3,3,4,5,7,No,3,"Overthinking, Isolation",4,Yes,Yes,5
174-93-0351,21,Male,2.84,25.0,4.5,6.9,2.7,4,4,3,2,5,No,5,"Journaling, Exercise",3,No,Yes,3
123-20-9401,21,Male,3.11,15.0,1.5,9.3,5.0,3,3,3,3,5,No,5,"Exercise, Journaling",3,Yes,Yes,4
792-95-3865,20,Female,2.46,21.0,4.7,7.1,5.0,2,5,2,3,6,No,4,"Journaling, Exercise",3,No,No,4
893-18-6851,21,Male,2.68,32.0,3.7,6.8,1.3,2,4,2,1,5,No,3,"Meditation, Family Interaction",2,No,Yes,4
344-90-2479,22,Female,3.26,26.0,0.2,7.2,2.5,1,4,4,3,7,No,2,"Isolation, Substance Use",5,No,No,1
697-82-5034,18,Male,2.71,31.0,2.3,6.8,7.2,1,3,1,3,5,No,5,"Exercise, Meditation",4,No,No,3
573-17-2120,18,Female,3.76,45.0,3.2,5.8,5.5,2,5,5,2,7,Yes,3,"Substance Use, Excessive Screen Time",1,No,Yes,3
659-78-0605,22,Male,2.7,9.0,7.8,7.8,10.2,5,1,5,5,5,No,4,"Journaling, Family Interaction",3,No,No,1
593-08-9597,21,Polygender,3.01,41.0,5.1,7.1,7.5,5,3,1,4,5,No,1,"Exercise, Family Interaction",3,Yes,No,3
549-47-0917,21,Female,3.37,26.0,1.3,6.8,7.4,4,1,1,3,4,No,4,"Family Interaction, Exercise",1,No,No,1
489-81-9800,21,Female,2.19,16.0,5.0,5.6,0.0,1,3,3,3,6,Yes,4,"Journaling, Family Interaction",1,Yes,No,2
541-90-1529,22,Agender,2.02,12.0,0.9,8.4,6.3,4,1,5,4,6,No,3,"Meditation, Journaling",2,No,Yes,5
629-88-8786,20,Female,2.14,23.0,6.2,7.6,3.8,1,3,4,3,6,No,5,"Meditation, Journaling",4,Yes,No,4
447-25-1797,19,Male,3.53,34.0,3.1,6.1,2.3,2,4,2,2,6,Yes,3,"Family Interaction, Meditation",3,Yes,Yes,1
813-56-9068,21,Male,2.62,24.0,3.8,8.0,4.5,5,2,3,2,5,No,1,"Family Interaction, Meditation",5,Yes,No,1
730-09-1563,19,Male,4.0,40.0,6.7,6.2,6.8,5,4,5,4,6,No,3,"Family Interaction, Exercise",2,No,No,1
266-11-0157,22,Male,2.62,10.0,1.4,5.9,5.5,2,1,1,3,5,No,2,"Exercise, Family Interaction",2,Yes,Yes,2
192-96-8313,18,Female,2.99,25.0,1.2,5.9,1.4,4,5,5,3,6,No,4,"Family Interaction, Meditation",5,Yes,No,1
897-18-9984,23,Female,3.67,12.0,2.8,4.7,6.2,4,4,4,5,6,No,5,"Meditation, Journaling",5,No,Yes,5
639-08-6045,22,Female,3.9,29.0,6.1,7.4,2.1,3,2,3,3,6,No,1,"Family Interaction, Meditation",5,Yes,Yes,5
608-31-7226,22,Female,3.93,34.0,1.0,4.6,4.7,1,1,1,2,4,Yes,4,"Exercise, Meditation",1,No,Yes,4
345-50-9214,23,Male,3.5,21.0,0.0,5.3,3.1,4,4,4,1,5,No,3,"Meditation, Family Interaction",3,No,Yes,2
556-41-4631,24,Female,3.41,0.0,3.1,4.3,3.3,2,3,2,1,5,No,2,"Journaling, Meditation",1,No,Yes,5
709-69-0922,23,Male,3.2,27.0,5.1,6.7,6.3,4,5,3,1,5,No,3,"Meditation, Exercise",3,Yes,No,3
745-98-9303,18,Male,3.29,29.0,6.4,6.6,0.9,5,1,4,1,4,Yes,4,"Meditation, Exercise",1,Yes,Yes,3
181-96-3279,18,Male,2.62,29.0,3.1,6.4,9.8,1,4,4,3,8,No,1,"Overthinking, Excessive Screen Time",4,No,Yes,3
129-32-7813,20,Male,2.49,37.0,3.2,5.5,0.0,3,1,1,3,4,Yes,5,"Journaling, Meditation",3,Yes,No,1
521-41-0961,21,Male,2.9,14.0,6.3,5.4,2.2,1,3,2,5,6,No,4,"Exercise, Family Interaction",2,Yes,No,1
626-36-8884,22,Female,2.81,32.0,0.3,7.4,5.1,5,2,4,3,6,No,1,"Family Interaction, Journaling",3,No,Yes,3
600-89-4992,20,Female,2.67,37.0,3.2,6.1,5.8,5,4,3,1,4,Yes,4,"Journaling, Meditation",3,Yes,No,4
143-10-3794,21,Female,3.25,7.0,4.4,7.2,3.7,5,1,4,4,5,No,2,"Family Interaction, Exercise",3,Yes,Yes,4
386-97-0412,19,Male,3.38,28.0,4.9,5.7,3.8,5,1,5,4,5,No,3,"Journaling, Meditation",4,Yes,Yes,1
569-33-7852,20,Female,2.94,20.0,3.0,7.0,5.2,2,1,3,2,4,No,5,"Meditation, Family Interaction",1,Yes,Yes,3
593-06-7718,18,Male,3.64,24.0,4.1,8.4,3.3,3,2,3,2,6,No,1,"Meditation, Journaling",2,No,Yes,4
663-15-0506,19,Male,2.33,28.0,0.0,7.5,8.2,5,1,4,3,4,Yes,5,"Journaling, Exercise",1,No,Yes,1
384-12-1816,18,Male,2.8,20.0,2.7,6.3,6.5,5,5,1,4,5,No,5,"Exercise, Journaling",1,Yes,No,3
527-24-3188,19,Male,2.54,18.0,4.9,7.1,6.6,4,5,3,1,5,Yes,5,"Family Interaction, Exercise",5,No,No,2
544-98-6919,23,Male,1.97,25.0,2.0,6.5,1.1,3,1,5,1,6,No,1,"Family Interaction, Journaling",4,No,Yes,3
836-77-4994,19,Male,2.86,14.0,4.1,6.8,3.8,1,5,1,1,6,No,1,"Journaling, Family Interaction",5,No,No,3
826-89-7993,26,Genderfluid,2.84,14.0,4.9,6.4,3.1,3,4,1,3,5,No,5,"Meditation, Family Interaction",4,Yes,No,5
681-15-6754,22,Female,3.66,32.0,3.3,6.6,1.0,3,5,1,3,6,No,3,"Journaling, Family Interaction",1,Yes,No,5
714-33-5373,21,Male,3.22,14.0,4.3,7.1,5.1,3,1,3,5,5,No,4,"Meditation, Exercise",1,Yes,No,2
849-54-1252,19,Female,2.39,32.0,2.1,5.6,2.4,5,3,1,1,3,No,5,"Exercise, Meditation",4,No,Yes,2
862-68-5364,22,Female,3.83,30.0,3.6,5.6,6.0,5,4,4,1,5,No,2,"Family Interaction, Meditation",1,Yes,No,3
